編號,地震時間,經度,緯度,規模,深度,位置,震度
小區域有感地震,2016/2/2 23:15,121.73,24.38,3.2,17.2,宜蘭縣政府南方  39.4  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),3
小區域有感地震,2016/2/4 16:10,120.62,23.54,3.7,4.6,嘉義市政府東偏北方  18.2  公里 (位於嘉義縣梅山鄉)(嘉義縣梅山鄉),4
小區域有感地震,2016/2/5 19:16,121.47,23.93,2.7,18.2,花蓮縣政府西偏南方  16.7  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),2
98,2016/2/6 03:57,121.35,22.65,5.3,23.7,臺東縣政府東偏南方  23.3  公里 (位於臺灣東部海域)(臺灣東部海域),3
小區域有感地震,2016/2/6 04:00,121.99,24.13,4.1,49.6,花蓮縣政府東偏北方  40.7  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2016/2/6 04:01,121.67,24.13,2.9,10.4,花蓮縣政府北偏東方  16.6  公里 (位於花蓮縣近海)(花蓮縣近海),2
小區域有感地震,2016/2/6 04:03,121.78,24.15,4.2,39,花蓮縣政府東北方  23.8  公里 (位於臺灣東部海域)(臺灣東部海域),3
小區域有感地震,2016/2/6 04:12,121.77,24.41,2.5,5.1,宜蘭縣政府南方  35.7  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),3
小區域有感地震,2016/2/6 04:18,121.47,23.95,3.2,17.7,花蓮縣政府西偏南方  15.8  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),2
小區域有感地震,2016/2/6 05:07,121.47,23.94,3.9,18.1,花蓮縣政府西偏南方  16.3  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),3
小區域有感地震,2016/2/6 05:13,121.67,24.14,3.5,11.3,花蓮縣政府北偏東方  16.8  公里 (位於花蓮縣近海)(花蓮縣近海),4
小區域有感地震,2016/2/6 06:05,121.67,24.13,3.2,10.3,花蓮縣政府北偏東方  15.9  公里 (位於花蓮縣近海)(花蓮縣近海),3
小區域有感地震,2016/2/6 06:14,121.66,24.13,3.9,9.8,花蓮縣政府北偏東方  16.0  公里 (位於花蓮縣近海)(花蓮縣近海),3
小區域有感地震,2016/2/6 07:07,121.35,23.21,4,15.8,臺東縣政府北偏東方  53.9  公里 (位於臺東縣成功鎮)(臺東縣成功鎮),3
小區域有感地震,2016/2/6 20:14,120.55,22.99,3.9,15.9,屏東縣政府北偏東方  34.9  公里 (位於高雄市杉林區)(高雄市杉林區),5
小區域有感地震,2016/2/6 21:41,121.36,23.21,4.1,16.8,臺東縣政府北偏東方  54.4  公里 (位於臺東縣成功鎮)(臺東縣成功鎮),3
小區域有感地震,2016/2/7 19:14,121.77,24.4,2.4,4.8,宜蘭縣政府南方  36.1  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),5
小區域有感地震,2016/2/8 11:22,121.84,23.79,4.1,45.7,花蓮縣政府東南方  31.5  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2016/2/8 17:54,121.5,23.11,4,12.5,臺東縣政府東北方  52.7  公里 (位於臺灣東部海域)(臺灣東部海域),3
小區域有感地震,2016/2/8 19:16,121.45,23.95,3.1,17.8,花蓮縣政府西偏南方  17.8  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),2
小區域有感地震,2016/2/8 19:41,120.67,23.58,2.5,7.7,雲林縣政府東南方  19.7  公里 (位於雲林縣古坑鄉)(雲林縣古坑鄉),3
小區域有感地震,2016/2/9 08:47,121.82,24.45,3.1,16.4,宜蘭縣政府南方  31.3  公里 (位於宜蘭縣近海)(宜蘭縣近海),1
小區域有感地震,2016/2/9 19:55,121.62,24.59,3.7,53.2,宜蘭縣政府西南方  21.3  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉),1
小區域有感地震,2016/2/9 19:56,121.88,24.78,3.6,87.2,宜蘭縣政府東偏北方  13.0  公里 (位於宜蘭縣近海)(宜蘭縣近海),2
97,2016/2/9 22:55,121.34,22.63,6.2,23.7,臺東縣政府東偏南方  24.4  公里 (位於臺灣東部海域)(臺灣東部海域),3
96,2016/2/10 03:56,121.46,22.13,4,29,臺東縣政府南偏東方  76.4  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2016/2/10 08:40,121.26,22.82,3,9.8,臺東縣政府東偏北方  13.7  公里 (位於臺東縣近海)(臺東縣近海),2
106,2016/2/10 14:06,121.27,22.83,5.1,11.8,臺東縣政府東偏北方  14.7  公里 (位於臺東縣近海)(臺東縣近海),1
小區域有感地震,2016/2/10 14:37,121.27,22.84,3.8,12,臺東縣政府東北方  15.0  公里 (位於臺東縣近海)(臺東縣近海),3
小區域有感地震,2016/2/10 21:34,121.26,22.83,3.4,12.4,臺東縣政府東偏北方  14.3  公里 (位於臺東縣近海)(臺東縣近海),2
小區域有感地震,2016/2/10 21:37,121.93,24.42,4.4,25.8,宜蘭縣政府南偏東方  38.7  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2016/2/11 12:07,121.91,24.42,4,27.5,宜蘭縣政府南偏東方  37.3  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2016/2/13 11:48,121.54,23.76,3.5,17.9,花蓮縣政府南偏西方  27.1  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉),2
小區域有感地震,2016/2/14 01:07,122.04,24.85,3.7,9,宜蘭縣政府東偏北方  31.3  公里 (位於臺灣東部海域)(臺灣東部海域),3
小區域有感地震,2016/2/15 03:01,122.04,24.85,4.2,9,宜蘭縣政府東偏北方  31.2  公里 (位於臺灣東部海域)(臺灣東部海域),1
小區域有感地震,2016/2/15 13:22,121.27,22.21,4.6,32.3,臺東縣政府南偏東方  62.0  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2016/2/15 13:48,122,23.26,3.9,36.7,花蓮縣政府南偏東方  90.2  公里 (位於臺灣東部海域)(臺灣東部海域),3
105,2016/2/15 16:01,120.35,23.09,3.7,17.6,臺南市政府東偏北方  20.2  公里 (位於臺南市山上區)(臺南市山上區),2
104,2016/2/15 18:25,122.41,24.08,5.5,27.5,花蓮縣政府東方  81.2  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2016/2/16 08:57,121.79,24.43,3.1,24.7,宜蘭縣政府南方  33.1  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),2
103,2016/2/16 10:40,120.7,23.1,3.9,6.2,嘉義市政府南偏東方  49.3  公里 (位於高雄市桃源區)(高雄市桃源區),2
小區域有感地震,2016/2/16 10:45,121.67,24.26,2.9,12.2,花蓮縣政府北偏東方  30.5  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),3
小區域有感地震,2016/2/16 12:04,121.78,24.46,2.9,18.7,宜蘭縣政府南方  30.4  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),4
小區域有感地震,2016/2/16 12:08,120.69,23.18,3.5,7.6,嘉義市政府東南方  41.0  公里 (位於高雄市那瑪夏區)(高雄市那瑪夏區),2
小區域有感地震,2016/2/16 12:13,120.7,23.19,3.6,9.7,嘉義市政府東南方  40.9  公里 (位於高雄市那瑪夏區)(高雄市那瑪夏區),4
小區域有感地震,2016/2/16 19:35,120.7,23.19,3.5,9.8,嘉義市政府東南方  41.1  公里 (位於高雄市那瑪夏區)(高雄市那瑪夏區),3
小區域有感地震,2016/2/16 20:20,121.96,24.46,3.5,17.5,宜蘭縣政府東南方  36.0  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2016/2/16 20:36,121.42,23.37,3.7,31.6,花蓮縣政府南偏西方  71.7  公里 (位於臺東縣長濱鄉)(臺東縣長濱鄉),1
小區域有感地震,2016/2/17 00:36,121.1,24.74,2.7,9.2,新竹縣政府東南方  13.1  公里 (位於新竹縣芎林鄉)(新竹縣芎林鄉),3
小區域有感地震,2016/2/17 12:15,120.63,23.17,3.2,10.3,嘉義市政府南偏東方  38.7  公里 (位於高雄市甲仙區)(高雄市甲仙區),2
小區域有感地震,2016/2/17 15:08,121.68,24.11,3.6,11.8,花蓮縣政府北偏東方  14.8  公里 (位於花蓮縣近海)(花蓮縣近海),2
102,2016/2/17 15:58,122.43,24.07,5.3,31.2,花蓮縣政府東方  82.8  公里 (位於臺灣東部海域)(臺灣東部海域),3
小區域有感地震,2016/2/17 16:14,120.68,23.22,3.4,8.9,嘉義市政府東南方  37.1  公里 (位於高雄市那瑪夏區)(高雄市那瑪夏區),1
小區域有感地震,2016/2/18 06:00,121.91,24.4,4.3,26.6,宜蘭縣政府南偏東方  39.8  公里 (位於臺灣東部海域)(臺灣東部海域),1
小區域有感地震,2016/2/18 09:09,121.93,24.39,3.8,25.1,宜蘭縣政府南偏東方  41.8  公里 (位於臺灣東部海域)(臺灣東部海域),4
小區域有感地震,2016/2/18 09:12,121.48,23.97,2.9,18.4,花蓮縣政府西方  14.8  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),3
小區域有感地震,2016/2/18 09:18,121.52,24.44,3.2,5.3,宜蘭縣政府西南方  40.4  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),4
小區域有感地震,2016/2/18 09:20,120.98,22.52,3.5,17.8,臺東縣政府西南方  31.7  公里 (位於臺東縣近海)(臺東縣近海),2
小區域有感地震,2016/2/18 09:32,121.34,23.12,3.3,17.4,臺東縣政府北偏東方  44.4  公里 (位於臺東縣成功鎮)(臺東縣成功鎮),2
101,2016/2/18 09:56,121.34,23.03,5.1,20.5,臺東縣政府東北方  36.2  公里 (位於臺東縣近海)(臺東縣近海),4
100,2016/2/19 04:35,120.82,23.22,4,7.5,嘉義市政府東南方  47.7  公里 (位於高雄市桃源區)(高雄市桃源區),3
小區域有感地震,2016/2/19 05:20,121.48,23.93,3.6,15.4,花蓮縣政府西偏南方  15.5  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),2
小區域有感地震,2016/2/19 10:25,121.62,23.77,3.4,32.4,花蓮縣政府南方  24.5  公里 (位於花蓮縣近海)(花蓮縣近海),4
小區域有感地震,2016/2/22 04:34,121.54,23.03,3.2,22.3,臺東縣政府東北方  49.8  公里 (位於臺灣東部海域)(臺灣東部海域),2
112,2016/2/22 06:36,122.08,24.81,5.2,75.2,宜蘭縣政府東偏北方  33.1  公里 (位於臺灣東部海域)(臺灣東部海域),3
小區域有感地震,2016/2/22 19:17,121.33,23.18,3.8,11.6,臺東縣政府北偏東方  50.6  公里 (位於臺東縣成功鎮)(臺東縣成功鎮),2
小區域有感地震,2016/2/22 19:55,120.77,23.12,3.6,6.2,嘉義市政府東南方  51.3  公里 (位於高雄市桃源區)(高雄市桃源區),2
小區域有感地震,2016/2/23 04:20,120.77,23.13,3.6,6.5,嘉義市政府東南方  50.7  公里 (位於高雄市桃源區)(高雄市桃源區),2
小區域有感地震,2016/2/23 16:26,120.87,24.73,3.4,9.5,新竹市政府西南方  13.2  公里 (位於苗栗縣竹南鎮)(苗栗縣竹南鎮),2
111,2016/2/25 07:53,121.72,24.04,4.2,31.8,花蓮縣政府東偏北方  11.3  公里 (位於臺灣東部海域)(臺灣東部海域),3
小區域有感地震,2016/2/27 10:59,122.88,24.9,3.9,145.4,宜蘭縣政府東方  114.7  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2016/2/28 23:01,121.42,23.83,3.1,23.6,花蓮縣政府西南方  27.3  公里 (位於花蓮縣萬榮鄉)(花蓮縣萬榮鄉),2
小區域有感地震,2016/2/29 09:36,122.32,24.04,4.4,29.7,花蓮縣政府東方  71.6  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2016/3/5 17:07,121.48,23.78,3,10.4,花蓮縣政府西南方  27.6  公里 (位於花蓮縣鳳林鎮)(花蓮縣鳳林鎮),2
小區域有感地震,2016/3/6 02:11,121.47,23.78,3.4,10.9,花蓮縣政府西南方  28.0  公里 (位於花蓮縣鳳林鎮)(花蓮縣鳳林鎮),2
小區域有感地震,2016/3/6 22:25,121.78,24.41,2.8,7.1,宜蘭縣政府南方  35.4  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),2
小區域有感地震,2016/3/6 23:08,121.79,24.4,2.6,5.7,宜蘭縣政府南方  36.4  公里 (位於宜蘭縣近海)(宜蘭縣近海),2
小區域有感地震,2016/3/7 00:25,121.76,24.41,2.6,7,宜蘭縣政府南方  35.8  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),3
小區域有感地震,2016/3/7 09:30,121,21.8,3.9,25.7,臺東縣政府南方  106.8  公里 (位於臺灣南部海域)(臺灣南部海域),3
小區域有感地震,2016/3/7 23:18,121.27,22.85,3.7,12,臺東縣政府東北方  15.8  公里 (位於臺東縣近海)(臺東縣近海),4
小區域有感地震,2016/3/7 23:18,121.25,22.83,3.1,12.9,臺東縣政府東北方  13.2  公里 (位於臺東縣近海)(臺東縣近海),3
110,2016/3/8 23:43,121.29,22.85,4.2,11.7,臺東縣政府東偏北方  17.4  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2016/3/9 00:23,121.26,22.85,4.2,11.5,臺東縣政府東北方  15.3  公里 (位於臺東縣近海)(臺東縣近海),3
小區域有感地震,2016/3/10 22:13,121.26,22.84,4.3,11.7,臺東縣政府東北方  14.6  公里 (位於臺東縣近海)(臺東縣近海),3
109,2016/3/12 09:19,121.27,22.85,5.2,11.4,臺東縣政府東北方  15.8  公里 (位於臺東縣近海)(臺東縣近海),5
小區域有感地震,2016/3/13 06:02,121.26,22.85,4.3,11.1,臺東縣政府東北方  14.8  公里 (位於臺東縣近海)(臺東縣近海),3
小區域有感地震,2016/3/13 19:17,121.93,24.42,3.2,18.3,宜蘭縣政府南偏東方  38.3  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2016/3/14 11:14,121.71,24.11,3.3,10,花蓮縣政府東北方  16.1  公里 (位於花蓮縣近海)(花蓮縣近海),3
小區域有感地震,2016/3/14 12:45,121.7,24.11,3.6,10.9,花蓮縣政府東北方  15.5  公里 (位於花蓮縣近海)(花蓮縣近海),5
小區域有感地震,2016/3/14 21:38,121.32,22.64,3.4,20.2,臺東縣政府東偏南方  21.5  公里 (位於臺灣東部海域)(臺灣東部海域),3
小區域有感地震,2016/3/16 03:41,121.01,21.5,4.3,27.4,臺東縣政府南方  140.2  公里 (位於臺灣南部海域)(臺灣南部海域),4
小區域有感地震,2016/3/18 11:34,120.71,23.51,3.8,13.5,嘉義市政府東方  26.4  公里 (位於嘉義縣梅山鄉)(嘉義縣梅山鄉),3
小區域有感地震,2016/3/19 02:11,120.71,23.51,3.4,13.3,嘉義市政府東方  26.1  公里 (位於嘉義縣梅山鄉)(嘉義縣梅山鄉),4
小區域有感地震,2016/3/19 11:18,120.64,23.62,2.8,7,雲林縣政府東南方  14.4  公里 (位於雲林縣古坑鄉)(雲林縣古坑鄉),3
小區域有感地震,2016/3/19 13:20,120.71,23.51,3.4,14.3,嘉義市政府東方  26.4  公里 (位於嘉義縣梅山鄉)(嘉義縣梅山鄉),2
小區域有感地震,2016/3/20 13:14,120.43,23.23,3.1,10,嘉義市政府南方  28.1  公里 (位於臺南市六甲區)(臺南市六甲區),3
小區域有感地震,2016/3/20 20:15,121.8,24.42,2.5,7.5,宜蘭縣政府南方  34.8  公里 (位於宜蘭縣近海)(宜蘭縣近海),3
小區域有感地震,2016/3/21 10:34,121.78,24.43,3.2,8.6,宜蘭縣政府南方  33.5  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),2
108,2016/3/21 20:22,122.05,24.71,5.2,63.1,宜蘭縣政府東方  28.8  公里 (位於臺灣東部海域)(臺灣東部海域),5
小區域有感地震,2016/3/22 02:34,120.1,22.98,3.4,15.8,臺南市政府西方  8.5  公里 (位於臺南市近海)(臺南市近海),2
小區域有感地震,2016/3/22 22:00,120.43,23.04,3.2,14.9,臺南市政府東偏北方  25.7  公里 (位於臺南市左鎮區)(臺南市左鎮區),3
小區域有感地震,2016/3/23 21:44,121.68,24.14,3.3,10.5,花蓮縣政府北偏東方  17.2  公里 (位於花蓮縣近海)(花蓮縣近海),4
小區域有感地震,2016/3/24 00:10,122.1,24.29,4,26.4,花蓮縣政府東偏北方  59.1  公里 (位於臺灣東部海域)(臺灣東部海域),3
小區域有感地震,2016/3/24 17:48,121.71,24.11,3.4,9.9,花蓮縣政府東北方  15.8  公里 (位於花蓮縣近海)(花蓮縣近海),2
小區域有感地震,2016/3/24 17:58,121.45,23.95,2.8,18.2,花蓮縣政府西偏南方  17.8  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),3
107,2016/3/24 20:32,121.69,24.13,3.8,10.3,花蓮縣政府北偏東方  17.0  公里 (位於花蓮縣近海)(花蓮縣近海),4
小區域有感地震,2016/3/24 21:01,121.83,24.72,3.8,58.3,宜蘭縣政府東方  7.1  公里 (位於宜蘭縣近海)(宜蘭縣近海),4
小區域有感地震,2016/3/24 22:21,121.57,22.78,4.2,23.1,臺東縣政府東方  43.5  公里 (位於臺灣東部海域)(臺灣東部海域),3
小區域有感地震,2016/3/24 23:05,122.02,24.48,3.5,28.3,宜蘭縣政府東南方  38.6  公里 (位於臺灣東部海域)(臺灣東部海域),3
小區域有感地震,2016/3/25 03:27,121.77,24.69,3.9,73.2,宜蘭縣政府南方  4.5  公里 (位於宜蘭縣五結鄉)(宜蘭縣五結鄉),4
小區域有感地震,2016/3/26 00:53,120.61,22.89,3.3,9.5,屏東縣政府北偏東方  26.0  公里 (位於高雄市六龜區)(高雄市六龜區),4
小區域有感地震,2016/3/26 14:05,121.28,22.83,3.2,11.8,臺東縣政府東偏北方  15.5  公里 (位於臺東縣近海)(臺東縣近海),3
小區域有感地震,2016/3/26 19:15,121.29,22.84,3.4,11.7,臺東縣政府東偏北方  16.5  公里 (位於臺灣東部海域)(臺灣東部海域),3
小區域有感地震,2016/3/27 17:56,121.73,24.92,4.3,112.6,臺北市政府東南方  21.2  公里(臺北市政府東南方  21.2  公里),4
小區域有感地震,2016/3/28 08:09,121.12,24.24,3,5.5,臺中市政府東偏北方  46.5  公里 (位於臺中市和平區)(臺中市和平區),2
18,2016/3/28 16:07,121.03,22.33,4.8,12.8,臺東縣政府南偏西方  48.5  公里(臺東縣政府南偏西方  48.5  公里),3
小區域有感地震,2016/3/30 09:32,120.61,23.18,3.6,10.2,嘉義市政府南偏東方  36.6  公里 (位於臺南市南化區)(臺南市南化區),3
小區域有感地震,2016/3/30 13:55,122.36,24.01,4.8,24.9,花蓮縣政府東方  75.3  公里 (位於臺灣東部海域)(臺灣東部海域),3
小區域有感地震,2016/4/28 02:52,121.65,23.89,4,4.4,花蓮縣政府南偏東方  12.2  公里 (位於花蓮縣近海)(花蓮縣近海),3
小區域有感地震,2016/4/28 03:01,120.95,22.99,4.2,4.1,臺東縣政府西北方  33.6  公里 (位於臺東縣海端鄉)(臺東縣海端鄉),3
小區域有感地震,2016/4/28 03:47,120.94,22.99,4,7.6,臺東縣政府西北方  33.5  公里 (位於臺東縣海端鄉)(臺東縣海端鄉),3
小區域有感地震,2016/4/28 04:39,120.6,23.19,3.7,11.1,嘉義市政府南偏東方  35.7  公里 (位於臺南市南化區)(臺南市南化區),4
小區域有感地震,2016/4/28 05:15,120.6,23.19,3.6,10.4,嘉義市政府南偏東方  35.7  公里 (位於臺南市南化區)(臺南市南化區),3
小區域有感地震,2016/4/28 05:24,120.34,22.99,3.3,25,臺南市政府東方  16.1  公里 (位於臺南市關廟區)(臺南市關廟區),2
17,2016/4/28 05:48,120.35,22.96,4.3,24.4,臺南市政府東方  17.0  公里 (位於臺南市龍崎區)(臺南市龍崎區),2
16,2016/4/28 07:47,121.81,24.34,3.6,12.3,花蓮縣政府北偏東方  43.0  公里 (位於宜蘭縣近海)(宜蘭縣近海),3
小區域有感地震,2016/4/28 09:14,120.86,23.03,3.6,4.2,臺東縣政府西北方  42.8  公里 (位於臺東縣海端鄉)(臺東縣海端鄉),3
小區域有感地震,2016/4/28 09:54,120.86,23.03,3.7,4.5,臺東縣政府西北方  43.0  公里 (位於臺東縣海端鄉)(臺東縣海端鄉),3
小區域有感地震,2016/4/28 10:26,120.87,23.04,4,3.9,臺東縣政府西北方  43.0  公里 (位於臺東縣海端鄉)(臺東縣海端鄉),2
15,2016/4/28 10:31,120.88,23.03,5.1,4.3,臺東縣政府西北方  41.2  公里 (位於臺東縣海端鄉)(臺東縣海端鄉),2
小區域有感地震,2016/4/28 11:22,120.87,23.02,4,5.2,臺東縣政府西北方  41.3  公里 (位於臺東縣海端鄉)(臺東縣海端鄉),4
14,2016/4/28 12:35,120.87,23.02,5.3,5.4,臺東縣政府西北方  40.9  公里 (位於臺東縣海端鄉)(臺東縣海端鄉),3
小區域有感地震,2016/4/28 18:29,121.57,23.95,2.9,24.1,花蓮縣政府西南方  6.8  公里 (位於花蓮縣吉安鄉)(花蓮縣吉安鄉),3
小區域有感地震,2016/4/28 18:31,120.86,23,3.5,5.6,臺東縣政府西北方  41.0  公里 (位於臺東縣海端鄉)(臺東縣海端鄉),1
小區域有感地震,2016/4/29 02:14,120.45,23.46,2.7,12.1,嘉義市政府南偏西方  2.4  公里 (位於嘉義市東區)(嘉義市東區),3
小區域有感地震,2016/4/29 08:27,120.87,23.01,3.7,5,臺東縣政府西北方  40.6  公里 (位於臺東縣海端鄉)(臺東縣海端鄉),3
小區域有感地震,2016/4/29 09:00,120.53,22.9,3.6,17.1,屏東縣政府北偏東方  24.5  公里 (位於高雄市美濃區)(高雄市美濃區),3
小區域有感地震,2016/4/29 09:33,120.89,23,4.1,4.2,臺東縣政府西北方  38.0  公里 (位於臺東縣海端鄉)(臺東縣海端鄉),2
